date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.beans.factory.xml.PluggableSchemaResolver   	message:Loaded schema mappings: {http://www.springframework.org/schema/cache/spring-cache-4.2.xsd=org/springframework/cache/config/spring-cache-4.2.xsd, http://www.springframework.org/schema/aop/spring-aop-4.1.xsd=org/springframework/aop/config/spring-aop-4.1.xsd, http://www.springframework.org/schema/context/spring-context-3.1.xsd=org/springframework/context/config/spring-context-3.1.xsd, http://www.springframework.org/schema/util/spring-util-3.0.xsd=org/springframework/beans/factory/xml/spring-util-3.0.xsd, http://www.springframework.org/schema/tool/spring-tool.xsd=org/springframework/beans/factory/xml/spring-tool-4.2.xsd, http://www.springframework.org/schema/aop/spring-aop-3.2.xsd=org/springframework/aop/config/spring-aop-3.2.xsd, http://www.springframework.org/schema/lang/spring-lang-4.1.xsd=org/springframework/scripting/config/spring-lang-4.1.xsd, http://www.springframework.org/schema/context/spring-context-4.0.xsd=org/springframework/context/config/spring-context-4.0.xsd, http://www.springframework.org/schema/beans/spring-beans-4.2.xsd=org/springframework/beans/factory/xml/spring-beans-4.2.xsd, http://www.springframework.org/schema/tool/spring-tool-4.1.xsd=org/springframework/beans/factory/xml/spring-tool-4.1.xsd, http://www.springframework.org/schema/lang/spring-lang-3.2.xsd=org/springframework/scripting/config/spring-lang-3.2.xsd, http://www.springframework.org/schema/cache/spring-cache-3.2.xsd=org/springframework/cache/config/spring-cache-3.2.xsd, http://www.springframework.org/schema/jee/spring-jee-4.1.xsd=org/springframework/ejb/config/spring-jee-4.1.xsd, http://www.springframework.org/schema/util/spring-util-2.0.xsd=org/springframework/beans/factory/xml/spring-util-2.0.xsd, http://www.springframework.org/schema/task/spring-task-4.2.xsd=org/springframework/scheduling/config/spring-task-4.2.xsd, http://www.springframework.org/schema/tool/spring-tool-3.2.xsd=org/springframework/beans/factory/xml/spring-tool-3.2.xsd, http://www.springframework.org/schema/context/spring-context.xsd=org/springframework/context/config/spring-context-4.2.xsd, http://www.springframework.org/schema/cache/spring-cache-4.1.xsd=org/springframework/cache/config/spring-cache-4.1.xsd, http://www.springframework.org/schema/aop/spring-aop-4.0.xsd=org/springframework/aop/config/spring-aop-4.0.xsd, http://www.springframework.org/schema/jee/spring-jee-3.2.xsd=org/springframework/ejb/config/spring-jee-3.2.xsd, http://www.springframework.org/schema/context/spring-context-3.0.xsd=org/springframework/context/config/spring-context-3.0.xsd, http://www.springframework.org/schema/util/spring-util-2.5.xsd=org/springframework/beans/factory/xml/spring-util-2.5.xsd, http://www.springframework.org/schema/beans/spring-beans-3.2.xsd=org/springframework/beans/factory/xml/spring-beans-3.2.xsd, http://www.springframework.org/schema/aop/spring-aop-3.1.xsd=org/springframework/aop/config/spring-aop-3.1.xsd, http://www.springframework.org/schema/lang/spring-lang-4.0.xsd=org/springframework/scripting/config/spring-lang-4.0.xsd, http://www.springframework.org/schema/beans/spring-beans-4.1.xsd=org/springframework/beans/factory/xml/spring-beans-4.1.xsd, http://www.springframework.org/schema/tool/spring-tool-4.0.xsd=org/springframework/beans/factory/xml/spring-tool-4.0.xsd, http://www.springframework.org/schema/lang/spring-lang-3.1.xsd=org/springframework/scripting/config/spring-lang-3.1.xsd, http://www.springframework.org/schema/cache/spring-cache-3.1.xsd=org/springframework/cache/config/spring-cache-3.1.xsd, http://www.springframework.org/schema/jee/spring-jee-4.0.xsd=org/springframework/ejb/config/spring-jee-4.0.xsd, http://www.springframework.org/schema/task/spring-task-4.1.xsd=org/springframework/scheduling/config/spring-task-4.1.xsd, http://www.springframework.org/schema/tool/spring-tool-3.1.xsd=org/springframework/beans/factory/xml/spring-tool-3.1.xsd, http://www.springframework.org/schema/cache/spring-cache-4.0.xsd=org/springframework/cache/config/spring-cache-4.0.xsd, http://www.springframework.org/schema/jee/spring-jee-3.1.xsd=org/springframework/ejb/config/spring-jee-3.1.xsd, http://www.springframework.org/schema/task/spring-task-3.2.xsd=org/springframework/scheduling/config/spring-task-3.2.xsd, http://www.springframework.org/schema/util/spring-util-4.2.xsd=org/springframework/beans/factory/xml/spring-util-4.2.xsd, http://www.springframework.org/schema/beans/spring-beans-3.1.xsd=org/springframework/beans/factory/xml/spring-beans-3.1.xsd, http://www.springframework.org/schema/util/spring-util.xsd=org/springframework/beans/factory/xml/spring-util-4.2.xsd, http://www.springframework.org/schema/aop/spring-aop-3.0.xsd=org/springframework/aop/config/spring-aop-3.0.xsd, http://www.springframework.org/schema/beans/spring-beans-4.0.xsd=org/springframework/beans/factory/xml/spring-beans-4.0.xsd, http://www.springframework.org/schema/beans/spring-beans.xsd=org/springframework/beans/factory/xml/spring-beans-4.2.xsd, http://www.springframework.org/schema/lang/spring-lang-3.0.xsd=org/springframework/scripting/config/spring-lang-3.0.xsd, http://www.springframework.org/schema/context/spring-context-2.5.xsd=org/springframework/context/config/spring-context-2.5.xsd, http://www.springframework.org/schema/task/spring-task-4.0.xsd=org/springframework/scheduling/config/spring-task-4.0.xsd, http://www.springframework.org/schema/tool/spring-tool-3.0.xsd=org/springframework/beans/factory/xml/spring-tool-3.0.xsd, http://www.springframework.org/schema/aop/spring-aop-2.0.xsd=org/springframework/aop/config/spring-aop-2.0.xsd, http://www.springframework.org/schema/jee/spring-jee-3.0.xsd=org/springframework/ejb/config/spring-jee-3.0.xsd, http://www.springframework.org/schema/util/spring-util-4.1.xsd=org/springframework/beans/factory/xml/spring-util-4.1.xsd, http://www.springframework.org/schema/task/spring-task-3.1.xsd=org/springframework/scheduling/config/spring-task-3.1.xsd, http://www.springframework.org/schema/beans/spring-beans-3.0.xsd=org/springframework/beans/factory/xml/spring-beans-3.0.xsd, http://www.springframework.org/schema/jee/spring-jee.xsd=org/springframework/ejb/config/spring-jee-4.2.xsd, http://www.springframework.org/schema/aop/spring-aop-2.5.xsd=org/springframework/aop/config/spring-aop-2.5.xsd, http://www.springframework.org/schema/lang/spring-lang-2.0.xsd=org/springframework/scripting/config/spring-lang-2.0.xsd, http://www.springframework.org/schema/util/spring-util-3.2.xsd=org/springframework/beans/factory/xml/spring-util-3.2.xsd, http://www.springframework.org/schema/task/spring-task.xsd=org/springframework/scheduling/config/spring-task-4.2.xsd, http://www.springframework.org/schema/tool/spring-tool-2.0.xsd=org/springframework/beans/factory/xml/spring-tool-2.0.xsd, http://www.springframework.org/schema/lang/spring-lang-2.5.xsd=org/springframework/scripting/config/spring-lang-2.5.xsd, http://www.springframework.org/schema/context/spring-context-4.2.xsd=org/springframework/context/config/spring-context-4.2.xsd, http://www.springframework.org/schema/jee/spring-jee-2.0.xsd=org/springframework/ejb/config/spring-jee-2.0.xsd, http://www.springframework.org/schema/tool/spring-tool-2.5.xsd=org/springframework/beans/factory/xml/spring-tool-2.5.xsd, http://www.springframework.org/schema/jee/spring-jee-2.5.xsd=org/springframework/ejb/config/spring-jee-2.5.xsd, http://www.springframework.org/schema/util/spring-util-4.0.xsd=org/springframework/beans/factory/xml/spring-util-4.0.xsd, http://www.springframework.org/schema/task/spring-task-3.0.xsd=org/springframework/scheduling/config/spring-task-3.0.xsd, http://www.springframework.org/schema/aop/spring-aop-4.2.xsd=org/springframework/aop/config/spring-aop-4.2.xsd, http://www.springframework.org/schema/lang/spring-lang.xsd=org/springframework/scripting/config/spring-lang-4.2.xsd, http://www.springframework.org/schema/context/spring-context-3.2.xsd=org/springframework/context/config/spring-context-3.2.xsd, http://www.springframework.org/schema/util/spring-util-3.1.xsd=org/springframework/beans/factory/xml/spring-util-3.1.xsd, http://www.springframework.org/schema/beans/spring-beans-2.0.xsd=org/springframework/beans/factory/xml/spring-beans-2.0.xsd, http://www.springframework.org/schema/cache/spring-cache.xsd=org/springframework/cache/config/spring-cache-4.2.xsd, http://www.springframework.org/schema/lang/spring-lang-4.2.xsd=org/springframework/scripting/config/spring-lang-4.2.xsd, http://www.springframework.org/schema/context/spring-context-4.1.xsd=org/springframework/context/config/spring-context-4.1.xsd, http://www.springframework.org/schema/beans/spring-beans-2.5.xsd=org/springframework/beans/factory/xml/spring-beans-2.5.xsd, http://www.springframework.org/schema/tool/spring-tool-4.2.xsd=org/springframework/beans/factory/xml/spring-tool-4.2.xsd, http://www.springframework.org/schema/jee/spring-jee-4.2.xsd=org/springframework/ejb/config/spring-jee-4.2.xsd, http://www.springframework.org/schema/aop/spring-aop.xsd=org/springframework/aop/config/spring-aop-4.2.xsd}
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.beans.factory.xml.PluggableSchemaResolver   	message:Found XML schema [http://www.springframework.org/schema/beans/spring-beans.xsd] in classpath: org/springframework/beans/factory/xml/spring-beans-4.2.xsd
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.beans.factory.xml.PluggableSchemaResolver   	message:Found XML schema [http://www.springframework.org/schema/context/spring-context.xsd] in classpath: org/springframework/context/config/spring-context-4.2.xsd
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.beans.factory.xml.PluggableSchemaResolver   	message:Found XML schema [http://www.springframework.org/schema/tool/spring-tool-4.2.xsd] in classpath: org/springframework/beans/factory/xml/spring-tool-4.2.xsd
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.b.f.xml.DefaultBeanDefinitionDocumentReader 	message:Loading bean definitions
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.b.f.xml.DefaultNamespaceHandlerResolver     	message:Loaded NamespaceHandler mappings: {http://www.springframework.org/schema/p=org.springframework.beans.factory.xml.SimplePropertyNamespaceHandler, http://www.springframework.org/schema/util=org.springframework.beans.factory.xml.UtilNamespaceHandler, http://www.springframework.org/schema/jee=org.springframework.ejb.config.JeeNamespaceHandler, http://www.springframework.org/schema/aop=org.springframework.aop.config.AopNamespaceHandler, http://www.springframework.org/schema/cache=org.springframework.cache.config.CacheNamespaceHandler, http://www.springframework.org/schema/c=org.springframework.beans.factory.xml.SimpleConstructorNamespaceHandler, http://www.springframework.org/schema/task=org.springframework.scheduling.config.TaskNamespaceHandler, http://www.springframework.org/schema/lang=org.springframework.scripting.config.LangNamespaceHandler, http://www.springframework.org/schema/context=org.springframework.context.config.ContextNamespaceHandler}
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.annotation.ClassPathBeanDefinitionScanner 	message:JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.annotation.ClassPathBeanDefinitionScanner 	message:JSR-330 'javax.inject.Named' annotation found and supported for component scanning
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.i.s.PathMatchingResourcePatternResolver   	message:Resolved classpath location [com/egoveris/shareddocument/base/] to resources [URL [file:/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/test-classes/com/egoveris/shareddocument/base/], URL [file:/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/classes/com/egoveris/shareddocument/base/], URL [jar:file:/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-common/target/shared-document-persistence-base-common-2.0.0-SNAPSHOT.jar!/com/egoveris/shareddocument/base/]]
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.i.s.PathMatchingResourcePatternResolver   	message:Looking for matching resources in directory tree [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/test-classes/com/egoveris/shareddocument/base]
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.i.s.PathMatchingResourcePatternResolver   	message:Searching directory [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/test-classes/com/egoveris/shareddocument/base] for files matching pattern [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/test-classes/com/egoveris/shareddocument/base/**/*.class]
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.i.s.PathMatchingResourcePatternResolver   	message:Searching directory [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/test-classes/com/egoveris/shareddocument/base/service] for files matching pattern [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/test-classes/com/egoveris/shareddocument/base/**/*.class]
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.i.s.PathMatchingResourcePatternResolver   	message:Looking for matching resources in directory tree [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/classes/com/egoveris/shareddocument/base]
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.i.s.PathMatchingResourcePatternResolver   	message:Searching directory [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/classes/com/egoveris/shareddocument/base] for files matching pattern [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/classes/com/egoveris/shareddocument/base/**/*.class]
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.i.s.PathMatchingResourcePatternResolver   	message:Searching directory [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/classes/com/egoveris/shareddocument/base/service] for files matching pattern [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/classes/com/egoveris/shareddocument/base/**/*.class]
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.i.s.PathMatchingResourcePatternResolver   	message:Searching directory [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/classes/com/egoveris/shareddocument/base/service/impl] for files matching pattern [/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-core/target/classes/com/egoveris/shareddocument/base/**/*.class]
date:2020-07-03 22:03:12	thread:main	USER:	X-Track:	level:DEBUG	logger:o.s.c.i.s.PathMatchingResourcePatternResolver   	message:Looking for matching resources in jar file [file:/home/javier/proyectos/egoveris/commons-project/shared-document-persistence/shared-document-persistence-base-common/target/shared-document-persistence-base-common-2.0.0-SNAPSHOT.jar]
